"B01002_001E","B01002_001M","B01002_002E","B01002_002M","B01002_003E","B01002_003M","GEO_ID","NAME"
"41.5","7.4","36.9","8.0","45.2","4.4","1500000US240317008262","Block Group 2, Census Tract 7008.26, Montgomery County, Maryland"
"43.9","11.3","50.7","6.5","37.7","9.6","1500000US240317008263","Block Group 3, Census Tract 7008.26, Montgomery County, Maryland"
"43.0","11.2","41.7","13.9","43.9","12.3","1500000US240317008264","Block Group 4, Census Tract 7008.26, Montgomery County, Maryland"
"49.4","2.0","48.8","3.9","50.0","2.4","1500000US240317008281","Block Group 1, Census Tract 7008.28, Montgomery County, Maryland"
"43.8","10.3","41.3","16.2","47.7","12.0","1500000US240317008291","Block Group 1, Census Tract 7008.29, Montgomery County, Maryland"
"-","**","-","**","-","**","1500000US240317008292","Block Group 2, Census Tract 7008.29, Montgomery County, Maryland"
"38.8","3.9","37.2","14.6","41.4","5.5","1500000US240317008293","Block Group 3, Census Tract 7008.29, Montgomery County, Maryland"
"30.8","2.6","30.7","2.0","30.8","5.4","1500000US240317008301","Block Group 1, Census Tract 7008.30, Montgomery County, Maryland"
"-","**","-","**","-","**","1500000US240317008302","Block Group 2, Census Tract 7008.30, Montgomery County, Maryland"
"31.1","4.3","28.8","5.6","33.6","4.3","1500000US240317008321","Block Group 1, Census Tract 7008.32, Montgomery County, Maryland"
"39.5","5.9","31.0","7.9","41.5","4.1","1500000US240317008331","Block Group 1, Census Tract 7008.33, Montgomery County, Maryland"
"35.3","6.9","30.5","7.5","39.7","9.3","1500000US240317008332","Block Group 2, Census Tract 7008.33, Montgomery County, Maryland"
"34.6","12.2","31.0","6.2","43.4","15.5","1500000US240317008341","Block Group 1, Census Tract 7008.34, Montgomery County, Maryland"
"25.1","13.0","20.2","10.3","31.6","10.7","1500000US240317008342","Block Group 2, Census Tract 7008.34, Montgomery County, Maryland"
"35.1","24.2","28.5","33.3","38.6","16.8","1500000US240317008351","Block Group 1, Census Tract 7008.35, Montgomery County, Maryland"
"35.9","17.6","45.1","19.8","34.0","14.4","1500000US240317008352","Block Group 2, Census Tract 7008.35, Montgomery County, Maryland"
"46.4","3.7","45.8","20.1","46.5","4.4","1500000US240317008353","Block Group 3, Census Tract 7008.35, Montgomery County, Maryland"
"35.5","5.5","37.2","9.8","35.2","6.3","1500000US240317008361","Block Group 1, Census Tract 7008.36, Montgomery County, Maryland"
"-","**","-","**","-","**","1500000US240317008362","Block Group 2, Census Tract 7008.36, Montgomery County, Maryland"
"31.5","2.5","30.8","5.4","32.3","4.9","1500000US240317008371","Block Group 1, Census Tract 7008.37, Montgomery County, Maryland"
"34.8","5.4","32.7","19.7","40.8","8.9","1500000US240317008372","Block Group 2, Census Tract 7008.37, Montgomery County, Maryland"
"36.6","7.4","42.0","12.0","33.7","7.3","1500000US240317008373","Block Group 3, Census Tract 7008.37, Montgomery County, Maryland"
"34.4","6.7","36.4","25.1","34.1","9.9","1500000US240317008381","Block Group 1, Census Tract 7008.38, Montgomery County, Maryland"
"34.1","4.4","37.1","3.2","32.6","3.0","1500000US240317008382","Block Group 2, Census Tract 7008.38, Montgomery County, Maryland"
"35.7","3.5","35.0","3.1","37.3","10.3","1500000US240317008391","Block Group 1, Census Tract 7008.39, Montgomery County, Maryland"
"34.8","9.4","37.2","11.1","34.1","13.8","1500000US240317008392","Block Group 2, Census Tract 7008.39, Montgomery County, Maryland"
"34.9","6.4","34.0","6.2","37.1","6.2","1500000US240317008393","Block Group 3, Census Tract 7008.39, Montgomery County, Maryland"
"37.7","3.5","37.8","2.0","37.0","7.5","1500000US240317009011","Block Group 1, Census Tract 7009.01, Montgomery County, Maryland"
"56.4","11.1","31.2","11.1","61.8","11.2","1500000US240317009012","Block Group 2, Census Tract 7009.01, Montgomery County, Maryland"
"37.8","5.4","36.4","10.3","37.8","9.8","1500000US240317009013","Block Group 3, Census Tract 7009.01, Montgomery County, Maryland"
"38.7","6.1","33.6","14.3","39.6","8.3","1500000US240317009021","Block Group 1, Census Tract 7009.02, Montgomery County, Maryland"
"42.9","15.7","40.2","11.5","45.6","19.3","1500000US240317009022","Block Group 2, Census Tract 7009.02, Montgomery County, Maryland"
"34.8","2.1","30.3","7.3","36.6","4.0","1500000US240317009031","Block Group 1, Census Tract 7009.03, Montgomery County, Maryland"
"35.0","3.4","36.2","4.1","34.1","4.4","1500000US240317009041","Block Group 1, Census Tract 7009.04, Montgomery County, Maryland"
"35.1","4.0","37.0","3.5","32.8","3.3","1500000US240317009042","Block Group 2, Census Tract 7009.04, Montgomery County, Maryland"
"33.0","2.8","34.9","3.2","31.8","3.0","1500000US240317009051","Block Group 1, Census Tract 7009.05, Montgomery County, Maryland"
"34.6","2.3","33.3","3.9","35.4","5.4","1500000US240317009052","Block Group 2, Census Tract 7009.05, Montgomery County, Maryland"
"36.8","4.2","35.9","3.5","38.5","3.9","1500000US240317010011","Block Group 1, Census Tract 7010.01, Montgomery County, Maryland"
"50.4","10.1","49.9","11.9","54.4","14.2","1500000US240317010012","Block Group 2, Census Tract 7010.01, Montgomery County, Maryland"
"59.0","7.7","59.1","17.5","58.9","8.4","1500000US240317010013","Block Group 3, Census Tract 7010.01, Montgomery County, Maryland"
"47.3","12.4","45.3","13.3","49.1","15.7","1500000US240317010021","Block Group 1, Census Tract 7010.02, Montgomery County, Maryland"
"54.0","12.8","53.8","11.6","54.3","18.4","1500000US240317010022","Block Group 2, Census Tract 7010.02, Montgomery County, Maryland"
"53.0","6.1","55.5","6.6","51.5","5.2","1500000US240317010023","Block Group 3, Census Tract 7010.02, Montgomery County, Maryland"
"37.4","8.6","42.4","10.8","37.1","17.1","1500000US240317010041","Block Group 1, Census Tract 7010.04, Montgomery County, Maryland"
"41.4","7.1","32.3","7.0","47.1","8.7","1500000US240317010042","Block Group 2, Census Tract 7010.04, Montgomery County, Maryland"
"31.8","7.0","30.6","8.8","33.8","7.4","1500000US240317010043","Block Group 3, Census Tract 7010.04, Montgomery County, Maryland"
"49.5","5.9","30.2","13.7","54.9","2.2","1500000US240317010044","Block Group 4, Census Tract 7010.04, Montgomery County, Maryland"
"32.6","7.6","37.5","14.0","32.1","10.1","1500000US240317010051","Block Group 1, Census Tract 7010.05, Montgomery County, Maryland"
"50.8","14.3","48.2","13.8","53.1","21.5","1500000US240317010052","Block Group 2, Census Tract 7010.05, Montgomery County, Maryland"
"49.0","3.2","43.7","8.7","51.7","7.0","1500000US240317010053","Block Group 3, Census Tract 7010.05, Montgomery County, Maryland"
"48.0","6.3","50.5","4.7","47.3","6.8","1500000US240317010061","Block Group 1, Census Tract 7010.06, Montgomery County, Maryland"
"40.8","10.7","41.3","12.0","38.4","11.2","1500000US240317010062","Block Group 2, Census Tract 7010.06, Montgomery County, Maryland"
"48.6","8.9","48.4","11.8","48.6","6.9","1500000US240317010063","Block Group 3, Census Tract 7010.06, Montgomery County, Maryland"
"35.9","23.4","32.0","35.5","43.0","22.6","1500000US240317010071","Block Group 1, Census Tract 7010.07, Montgomery County, Maryland"
"42.7","7.8","37.6","4.7","50.6","11.3","1500000US240317010072","Block Group 2, Census Tract 7010.07, Montgomery County, Maryland"
"-","**","-","**","-","**","1500000US240317010073","Block Group 3, Census Tract 7010.07, Montgomery County, Maryland"
"38.5","9.7","38.0","10.8","40.6","12.4","1500000US240317011011","Block Group 1, Census Tract 7011.01, Montgomery County, Maryland"
"44.3","6.7","38.6","16.4","48.3","8.0","1500000US240317011012","Block Group 2, Census Tract 7011.01, Montgomery County, Maryland"
"47.1","6.5","47.5","19.7","46.4","17.9","1500000US240317011013","Block Group 3, Census Tract 7011.01, Montgomery County, Maryland"
"59.3","11.8","51.3","12.1","60.2","2.2","1500000US240317011014","Block Group 4, Census Tract 7011.01, Montgomery County, Maryland"
"33.7","11.9","35.7","11.6","26.8","18.5","1500000US240317011015","Block Group 5, Census Tract 7011.01, Montgomery County, Maryland"
"35.8","6.0","35.3","2.1","39.8","12.3","1500000US240317011021","Block Group 1, Census Tract 7011.02, Montgomery County, Maryland"
"44.4","5.3","41.5","10.3","48.3","5.2","1500000US240317011022","Block Group 2, Census Tract 7011.02, Montgomery County, Maryland"
"44.3","3.3","45.3","4.0","44.1","12.3","1500000US240317011023","Block Group 3, Census Tract 7011.02, Montgomery County, Maryland"
"43.3","10.5","43.2","9.4","45.3","17.1","1500000US240317011024","Block Group 4, Census Tract 7011.02, Montgomery County, Maryland"
"44.4","24.1","34.5","14.7","52.6","3.5","1500000US240317011025","Block Group 5, Census Tract 7011.02, Montgomery County, Maryland"
"30.4","6.1","29.0","3.6","34.0","11.9","1500000US240317012011","Block Group 1, Census Tract 7012.01, Montgomery County, Maryland"
"37.9","7.8","38.3","11.6","37.6","9.0","1500000US240317012012","Block Group 2, Census Tract 7012.01, Montgomery County, Maryland"
"45.8","4.8","45.7","1.8","54.4","19.0","1500000US240317012013","Block Group 3, Census Tract 7012.01, Montgomery County, Maryland"
"52.5","4.7","49.9","6.3","53.6","3.8","1500000US240317012021","Block Group 1, Census Tract 7012.02, Montgomery County, Maryland"
"43.8","3.0","43.8","3.3","43.5","7.8","1500000US240317012022","Block Group 2, Census Tract 7012.02, Montgomery County, Maryland"
"41.2","9.8","41.5","10.8","39.9","12.3","1500000US240317012051","Block Group 1, Census Tract 7012.05, Montgomery County, Maryland"
"45.6","10.8","44.5","11.6","47.8","10.7","1500000US240317012052","Block Group 2, Census Tract 7012.05, Montgomery County, Maryland"
"32.4","3.7","34.0","5.8","30.9","3.3","1500000US240317012053","Block Group 3, Census Tract 7012.05, Montgomery County, Maryland"
"53.2","6.7","46.3","23.3","53.5","5.5","1500000US240317012054","Block Group 4, Census Tract 7012.05, Montgomery County, Maryland"
"40.4","8.0","35.8","10.9","46.6","15.4","1500000US240317012061","Block Group 1, Census Tract 7012.06, Montgomery County, Maryland"
"43.3","9.3","39.7","12.3","45.3","10.8","1500000US240317012062","Block Group 2, Census Tract 7012.06, Montgomery County, Maryland"
"49.1","12.9","49.6","10.9","48.7","16.6","1500000US240317012063","Block Group 3, Census Tract 7012.06, Montgomery County, Maryland"
"41.0","6.5","34.2","12.3","44.0","9.8","1500000US240317012064","Block Group 4, Census Tract 7012.06, Montgomery County, Maryland"
"54.0","8.0","54.9","6.0","52.5","10.2","1500000US240317012101","Block Group 1, Census Tract 7012.10, Montgomery County, Maryland"
"45.2","4.0","42.9","3.4","46.1","3.6","1500000US240317012102","Block Group 2, Census Tract 7012.10, Montgomery County, Maryland"
"41.2","8.3","35.7","33.9","43.3","5.4","1500000US240317012103","Block Group 3, Census Tract 7012.10, Montgomery County, Maryland"
"48.6","9.0","52.2","6.4","42.4","11.8","1500000US240317012111","Block Group 1, Census Tract 7012.11, Montgomery County, Maryland"
"38.7","15.0","-","**","46.1","14.8","1500000US240317012112","Block Group 2, Census Tract 7012.11, Montgomery County, Maryland"
"-","**","-","**","-","**","1500000US240317012113","Block Group 3, Census Tract 7012.11, Montgomery County, Maryland"
"-","**","-","**","-","**","1500000US240317012114","Block Group 4, Census Tract 7012.11, Montgomery County, Maryland"
"30.0","2.3","30.6","4.1","29.9","4.4","1500000US240317012115","Block Group 5, Census Tract 7012.11, Montgomery County, Maryland"
"-","**","-","**","-","**","1500000US240317012116","Block Group 6, Census Tract 7012.11, Montgomery County, Maryland"
"46.1","8.1","47.2","18.2","43.7","7.3","1500000US240317012117","Block Group 7, Census Tract 7012.11, Montgomery County, Maryland"
"36.4","7.3","35.7","8.2","37.9","7.6","1500000US240317012118","Block Group 8, Census Tract 7012.11, Montgomery County, Maryland"
"46.3","7.9","42.7","6.8","49.0","6.0","1500000US240317012121","Block Group 1, Census Tract 7012.12, Montgomery County, Maryland"
"44.1","4.4","42.7","2.6","46.6","7.2","1500000US240317012122","Block Group 2, Census Tract 7012.12, Montgomery County, Maryland"
"32.9","1.5","33.6","1.2","31.6","5.7","1500000US240317012141","Block Group 1, Census Tract 7012.14, Montgomery County, Maryland"
"40.6","5.8","40.0","5.8","41.6","9.5","1500000US240317012142","Block Group 2, Census Tract 7012.14, Montgomery County, Maryland"
"42.6","16.1","36.7","11.0","54.1","19.2","1500000US240317012151","Block Group 1, Census Tract 7012.15, Montgomery County, Maryland"
"38.4","11.1","38.3","9.5","43.8","20.6","1500000US240317012152","Block Group 2, Census Tract 7012.15, Montgomery County, Maryland"
"27.2","8.7","26.8","15.7","27.3","12.2","1500000US240317012153","Block Group 3, Census Tract 7012.15, Montgomery County, Maryland"
"39.7","3.9","41.7","6.6","39.5","6.8","1500000US240317012154","Block Group 4, Census Tract 7012.15, Montgomery County, Maryland"
"44.3","12.0","35.9","9.6","53.0","10.8","1500000US240317012161","Block Group 1, Census Tract 7012.16, Montgomery County, Maryland"
"30.8","2.9","33.7","2.2","30.3","1.7","1500000US240317012162","Block Group 2, Census Tract 7012.16, Montgomery County, Maryland"
"43.4","10.6","37.8","12.9","47.2","9.4","1500000US240317012163","Block Group 3, Census Tract 7012.16, Montgomery County, Maryland"
"45.8","5.1","45.5","4.2","48.3","6.8","1500000US240317012181","Block Group 1, Census Tract 7012.18, Montgomery County, Maryland"
"31.8","3.2","32.0","2.9","31.0","6.3","1500000US240317012191","Block Group 1, Census Tract 7012.19, Montgomery County, Maryland"
"32.2","1.4","32.6","1.0","31.1","4.1","1500000US240317012192","Block Group 2, Census Tract 7012.19, Montgomery County, Maryland"
"54.4","8.8","50.4","5.3","60.3","5.2","1500000US240317012201","Block Group 1, Census Tract 7012.20, Montgomery County, Maryland"
"40.8","4.4","36.3","7.6","42.1","2.4","1500000US240317012202","Block Group 2, Census Tract 7012.20, Montgomery County, Maryland"
"48.0","4.6","48.8","7.0","47.9","3.8","1500000US240317012211","Block Group 1, Census Tract 7012.21, Montgomery County, Maryland"
"38.5","5.2","33.8","11.0","42.6","5.6","1500000US240317012212","Block Group 2, Census Tract 7012.21, Montgomery County, Maryland"
"61.8","6.5","62.1","13.6","61.2","7.8","1500000US240317012221","Block Group 1, Census Tract 7012.22, Montgomery County, Maryland"
"40.8","5.7","39.7","19.1","42.2","14.0","1500000US240317012222","Block Group 2, Census Tract 7012.22, Montgomery County, Maryland"
"39.7","2.8","41.3","6.6","39.2","5.4","1500000US240317012223","Block Group 3, Census Tract 7012.22, Montgomery County, Maryland"
"33.5","9.4","32.4","11.1","37.1","7.6","1500000US240317012231","Block Group 1, Census Tract 7012.23, Montgomery County, Maryland"
"37.1","5.2","45.0","11.6","35.1","2.5","1500000US240317012232","Block Group 2, Census Tract 7012.23, Montgomery County, Maryland"
"43.4","7.2","40.5","5.9","46.3","9.6","1500000US240317013031","Block Group 1, Census Tract 7013.03, Montgomery County, Maryland"
"56.2","4.9","57.0","6.3","54.3","6.7","1500000US240317013032","Block Group 2, Census Tract 7013.03, Montgomery County, Maryland"
"41.2","11.4","35.9","11.6","44.6","11.7","1500000US240317013041","Block Group 1, Census Tract 7013.04, Montgomery County, Maryland"
"41.6","8.8","27.8","23.1","48.7","10.9","1500000US240317013042","Block Group 2, Census Tract 7013.04, Montgomery County, Maryland"
"46.6","10.8","45.9","9.1","52.2","12.3","1500000US240317013043","Block Group 3, Census Tract 7013.04, Montgomery County, Maryland"
"48.4","4.5","27.3","36.0","49.8","6.5","1500000US240317013044","Block Group 4, Census Tract 7013.04, Montgomery County, Maryland"
"49.6","7.4","45.0","11.4","50.3","6.3","1500000US240317013061","Block Group 1, Census Tract 7013.06, Montgomery County, Maryland"
"42.4","6.0","41.8","6.6","44.6","12.6","1500000US240317013062","Block Group 2, Census Tract 7013.06, Montgomery County, Maryland"
"40.3","2.5","41.1","6.0","39.4","4.1","1500000US240317013071","Block Group 1, Census Tract 7013.07, Montgomery County, Maryland"
"41.7","9.8","48.4","4.3","17.2","40.2","1500000US240317013072","Block Group 2, Census Tract 7013.07, Montgomery County, Maryland"
"45.4","8.3","43.3","7.1","50.5","10.8","1500000US240317013081","Block Group 1, Census Tract 7013.08, Montgomery County, Maryland"
"45.7","5.7","46.0","7.7","45.6","7.5","1500000US240317013082","Block Group 2, Census Tract 7013.08, Montgomery County, Maryland"
"45.2","13.3","46.8","19.5","42.0","12.0","1500000US240317013121","Block Group 1, Census Tract 7013.12, Montgomery County, Maryland"
"48.2","10.1","47.0","11.5","48.4","11.1","1500000US240317013122","Block Group 2, Census Tract 7013.12, Montgomery County, Maryland"
"35.3","3.5","36.4","1.9","33.5","26.2","1500000US240317013123","Block Group 3, Census Tract 7013.12, Montgomery County, Maryland"
"47.5","9.0","35.5","25.5","57.8","16.9","1500000US240317013124","Block Group 4, Census Tract 7013.12, Montgomery County, Maryland"
"47.2","5.8","47.8","7.6","44.0","11.4","1500000US240317013131","Block Group 1, Census Tract 7013.13, Montgomery County, Maryland"
"34.2","3.5","33.6","1.4","38.1","7.9","1500000US240317013132","Block Group 2, Census Tract 7013.13, Montgomery County, Maryland"
"41.1","1.5","40.4","5.0","41.5","4.2","1500000US240317013141","Block Group 1, Census Tract 7013.14, Montgomery County, Maryland"
"37.4","8.2","36.5","5.0","39.8","20.7","1500000US240317013142","Block Group 2, Census Tract 7013.14, Montgomery County, Maryland"
"41.0","11.8","31.5","9.2","53.0","8.7","1500000US240317013151","Block Group 1, Census Tract 7013.15, Montgomery County, Maryland"
"40.1","5.2","36.8","6.6","44.4","6.0","1500000US240317013152","Block Group 2, Census Tract 7013.15, Montgomery County, Maryland"
"50.4","6.0","34.0","22.3","51.7","12.0","1500000US240317013161","Block Group 1, Census Tract 7013.16, Montgomery County, Maryland"
"56.8","14.3","54.8","15.4","58.0","15.9","1500000US240317013162","Block Group 2, Census Tract 7013.16, Montgomery County, Maryland"
"48.7","10.8","45.4","14.4","51.5","11.3","1500000US240317013163","Block Group 3, Census Tract 7013.16, Montgomery County, Maryland"
"30.8","5.2","30.1","18.6","38.1","12.5","1500000US240317013164","Block Group 4, Census Tract 7013.16, Montgomery County, Maryland"
"42.8","3.5","44.2","5.9","42.5","4.8","1500000US240317013171","Block Group 1, Census Tract 7013.17, Montgomery County, Maryland"
"55.8","11.3","45.4","16.6","58.5","5.1","1500000US240317013172","Block Group 2, Census Tract 7013.17, Montgomery County, Maryland"
"45.6","9.6","43.7","10.4","49.1","9.9","1500000US240317013173","Block Group 3, Census Tract 7013.17, Montgomery County, Maryland"
"39.4","4.0","33.0","13.4","43.9","9.2","1500000US240317014071","Block Group 1, Census Tract 7014.07, Montgomery County, Maryland"
"46.8","8.5","41.1","9.9","51.3","7.6","1500000US240317014072","Block Group 2, Census Tract 7014.07, Montgomery County, Maryland"
"44.4","13.2","41.4","8.9","51.9","11.0","1500000US240317014073","Block Group 3, Census Tract 7014.07, Montgomery County, Maryland"
"46.1","10.9","46.8","8.5","40.8","10.1","1500000US240317014081","Block Group 1, Census Tract 7014.08, Montgomery County, Maryland"
"36.8","9.3","52.5","17.8","34.3","4.6","1500000US240317014082","Block Group 2, Census Tract 7014.08, Montgomery County, Maryland"
"36.7","13.5","31.9","25.8","37.0","22.9","1500000US240317014083","Block Group 3, Census Tract 7014.08, Montgomery County, Maryland"
"56.5","5.5","56.5","7.4","54.9","9.7","1500000US240317014084","Block Group 4, Census Tract 7014.08, Montgomery County, Maryland"
"54.0","8.6","54.1","14.5","54.0","6.2","1500000US240317014091","Block Group 1, Census Tract 7014.09, Montgomery County, Maryland"
"53.7","5.1","44.2","13.3","55.5","4.1","1500000US240317014092","Block Group 2, Census Tract 7014.09, Montgomery County, Maryland"
"36.5","8.4","34.7","2.7","40.8","17.7","1500000US240317014093","Block Group 3, Census Tract 7014.09, Montgomery County, Maryland"
"53.5","11.3","51.9","13.6","53.5","11.9","1500000US240317014141","Block Group 1, Census Tract 7014.14, Montgomery County, Maryland"
"52.9","11.9","52.2","12.7","57.4","10.2","1500000US240317014142","Block Group 2, Census Tract 7014.14, Montgomery County, Maryland"
"40.2","4.8","39.3","27.5","40.6","10.2","1500000US240317014143","Block Group 3, Census Tract 7014.14, Montgomery County, Maryland"
"48.1","15.0","53.1","23.5","47.1","16.7","1500000US240317014144","Block Group 4, Census Tract 7014.14, Montgomery County, Maryland"
"47.3","5.0","43.7","38.8","47.8","3.7","1500000US240317014151","Block Group 1, Census Tract 7014.15, Montgomery County, Maryland"
"49.5","12.9","54.3","14.4","48.4","11.8","1500000US240317014152","Block Group 2, Census Tract 7014.15, Montgomery County, Maryland"
"58.2","15.7","60.2","9.2","52.1","20.2","1500000US240317014153","Block Group 3, Census Tract 7014.15, Montgomery County, Maryland"
"41.0","3.4","42.4","3.5","37.9","9.0","1500000US240317014154","Block Group 4, Census Tract 7014.15, Montgomery County, Maryland"
"37.3","8.0","34.5","8.7","40.6","4.6","1500000US240317014155","Block Group 5, Census Tract 7014.15, Montgomery County, Maryland"
"32.4","6.2","31.8","9.1","32.6","9.8","1500000US240317014171","Block Group 1, Census Tract 7014.17, Montgomery County, Maryland"
"32.0","9.1","42.1","22.2","26.9","7.9","1500000US240317014172","Block Group 2, Census Tract 7014.17, Montgomery County, Maryland"
"37.9","11.6","26.7","10.4","47.2","12.4","1500000US240317014173","Block Group 3, Census Tract 7014.17, Montgomery County, Maryland"
"33.4","7.0","33.5","7.0","33.3","10.2","1500000US240317014174","Block Group 4, Census Tract 7014.17, Montgomery County, Maryland"
"37.6","13.9","37.4","18.8","42.5","18.9","1500000US240317014181","Block Group 1, Census Tract 7014.18, Montgomery County, Maryland"
"31.8","5.0","35.3","6.4","31.4","3.9","1500000US240317014182","Block Group 2, Census Tract 7014.18, Montgomery County, Maryland"
"31.0","2.0","25.7","6.3","33.9","2.2","1500000US240317014221","Block Group 1, Census Tract 7014.22, Montgomery County, Maryland"
"35.9","6.4","29.0","11.1","40.0","8.2","1500000US240317014231","Block Group 1, Census Tract 7014.23, Montgomery County, Maryland"
"29.9","9.5","26.7","13.8","32.4","14.2","1500000US240317014232","Block Group 2, Census Tract 7014.23, Montgomery County, Maryland"
"33.3","4.4","32.9","3.2","35.4","8.4","1500000US240317014233","Block Group 3, Census Tract 7014.23, Montgomery County, Maryland"
"57.3","4.7","55.9","8.6","57.5","5.7","1500000US240317014241","Block Group 1, Census Tract 7014.24, Montgomery County, Maryland"
"42.7","11.8","48.4","8.3","37.7","9.2","1500000US240317014242","Block Group 2, Census Tract 7014.24, Montgomery County, Maryland"
"33.0","7.8","25.6","12.3","34.6","6.3","1500000US240317014243","Block Group 3, Census Tract 7014.24, Montgomery County, Maryland"
"75.9","6.8","65.4","25.9","77.8","4.9","1500000US240317014251","Block Group 1, Census Tract 7014.25, Montgomery County, Maryland"
"39.0","12.8","43.4","24.0","37.9","9.4","1500000US240317014252","Block Group 2, Census Tract 7014.25, Montgomery County, Maryland"
"34.2","7.9","32.5","15.0","34.3","6.8","1500000US240317014261","Block Group 1, Census Tract 7014.26, Montgomery County, Maryland"
"40.9","8.0","55.7","29.7","38.7","8.4","1500000US240317014262","Block Group 2, Census Tract 7014.26, Montgomery County, Maryland"
"34.7","4.3","33.6","12.1","36.6","6.0","1500000US240317014263","Block Group 3, Census Tract 7014.26, Montgomery County, Maryland"
"38.2","4.2","29.8","7.4","40.1","3.6","1500000US240317014271","Block Group 1, Census Tract 7014.27, Montgomery County, Maryland"
"51.6","9.1","52.5","11.5","50.1","12.3","1500000US240317015031","Block Group 1, Census Tract 7015.03, Montgomery County, Maryland"
"46.1","12.9","46.4","10.6","37.0","28.6","1500000US240317015032","Block Group 2, Census Tract 7015.03, Montgomery County, Maryland"
"54.1","5.0","57.3","9.9","53.6","4.0","1500000US240317015033","Block Group 3, Census Tract 7015.03, Montgomery County, Maryland"
"40.4","17.0","30.4","1.8","55.2","19.7","1500000US240317015034","Block Group 4, Census Tract 7015.03, Montgomery County, Maryland"
"31.4","7.2","22.5","16.0","34.5","9.9","1500000US240317015051","Block Group 1, Census Tract 7015.05, Montgomery County, Maryland"
"37.4","5.0","38.3","14.1","34.9","5.8","1500000US240317015052","Block Group 2, Census Tract 7015.05, Montgomery County, Maryland"
"43.0","12.8","48.2","20.4","42.8","10.6","1500000US240317015053","Block Group 3, Census Tract 7015.05, Montgomery County, Maryland"
"38.7","2.8","42.3","8.4","38.4","3.2","1500000US240317015054","Block Group 4, Census Tract 7015.05, Montgomery County, Maryland"
"54.9","9.5","54.6","9.2","56.9","13.4","1500000US240317015061","Block Group 1, Census Tract 7015.06, Montgomery County, Maryland"
"38.8","7.4","39.2","11.0","38.5","8.2","1500000US240317015062","Block Group 2, Census Tract 7015.06, Montgomery County, Maryland"
"45.5","13.1","42.8","16.9","45.7","13.3","1500000US240317015063","Block Group 3, Census Tract 7015.06, Montgomery County, Maryland"
"40.9","4.4","45.3","1.8","30.4","16.1","1500000US240317015071","Block Group 1, Census Tract 7015.07, Montgomery County, Maryland"
"49.5","9.5","52.9","7.7","48.2","12.3","1500000US240317015072","Block Group 2, Census Tract 7015.07, Montgomery County, Maryland"
"59.4","7.3","61.1","12.6","59.1","7.5","1500000US240317015073","Block Group 3, Census Tract 7015.07, Montgomery County, Maryland"
"28.6","4.9","31.3","9.0","24.8","4.6","1500000US240317015081","Block Group 1, Census Tract 7015.08, Montgomery County, Maryland"
"31.8","11.2","32.7","12.7","31.5","15.6","1500000US240317015082","Block Group 2, Census Tract 7015.08, Montgomery County, Maryland"
"28.0","4.7","25.8","12.0","29.1","2.7","1500000US240317015083","Block Group 3, Census Tract 7015.08, Montgomery County, Maryland"
"51.2","16.5","53.0","11.0","49.1","25.3","1500000US240317015091","Block Group 1, Census Tract 7015.09, Montgomery County, Maryland"
"40.3","4.2","40.5","10.8","40.0","7.1","1500000US240317015092","Block Group 2, Census Tract 7015.09, Montgomery County, Maryland"
"-","**","-","**","-","**","1500000US240317015093","Block Group 3, Census Tract 7015.09, Montgomery County, Maryland"
"32.6","9.8","20.7","9.0","40.2","2.8","1500000US240317015094","Block Group 4, Census Tract 7015.09, Montgomery County, Maryland"
"27.7","6.9","29.2","17.3","24.8","11.9","1500000US240317015095","Block Group 5, Census Tract 7015.09, Montgomery County, Maryland"
"32.2","2.0","29.7","3.7","33.8","2.7","1500000US240317016011","Block Group 1, Census Tract 7016.01, Montgomery County, Maryland"
"36.1","2.5","33.3","14.4","37.2","2.4","1500000US240317016021","Block Group 1, Census Tract 7016.02, Montgomery County, Maryland"
"27.2","5.2","20.4","9.9","32.1","5.7","1500000US240317016022","Block Group 2, Census Tract 7016.02, Montgomery County, Maryland"
"41.8","15.9","40.6","9.8","48.7","20.8","1500000US240317016023","Block Group 3, Census Tract 7016.02, Montgomery County, Maryland"
"25.9","15.1","20.7","7.2","36.7","4.2","1500000US240317016024","Block Group 4, Census Tract 7016.02, Montgomery County, Maryland"
"65.4","13.3","51.6","17.8","68.0","4.0","1500000US240317017011","Block Group 1, Census Tract 7017.01, Montgomery County, Maryland"
"37.7","4.4","42.2","9.9","37.4","5.8","1500000US240317017012","Block Group 2, Census Tract 7017.01, Montgomery County, Maryland"
"46.7","5.9","50.9","10.6","46.3","6.7","1500000US240317017013","Block Group 3, Census Tract 7017.01, Montgomery County, Maryland"
"35.2","5.4","34.1","8.9","35.4","5.3","1500000US240317017021","Block Group 1, Census Tract 7017.02, Montgomery County, Maryland"
"29.4","11.3","29.6","11.0","28.8","18.4","1500000US240317017031","Block Group 1, Census Tract 7017.03, Montgomery County, Maryland"
"34.7","7.8","45.5","9.7","27.5","12.9","1500000US240317017032","Block Group 2, Census Tract 7017.03, Montgomery County, Maryland"
"42.7","7.0","42.4","4.5","47.7","15.3","1500000US240317017033","Block Group 3, Census Tract 7017.03, Montgomery County, Maryland"
"38.3","2.6","25.2","22.6","39.5","3.1","1500000US240317017041","Block Group 1, Census Tract 7017.04, Montgomery County, Maryland"
"43.3","4.6","43.1","6.7","44.2","5.9","1500000US240317017042","Block Group 2, Census Tract 7017.04, Montgomery County, Maryland"
