"B11005_001E","B11005_001M","B11005_002E","B11005_002M","B11005_003E","B11005_003M","B11005_004E","B11005_004M","B11005_005E","B11005_005M","B11005_006E","B11005_006M","B11005_007E","B11005_007M","B11005_008E","B11005_008M","B11005_009E","B11005_009M","B11005_010E","B11005_010M","B11005_011E","B11005_011M","B11005_012E","B11005_012M","B11005_013E","B11005_013M","B11005_014E","B11005_014M","B11005_015E","B11005_015M","B11005_016E","B11005_016M","B11005_017E","B11005_017M","B11005_018E","B11005_018M","B11005_019E","B11005_019M","GEO_ID","NAME"
"316","72","125","62","125","62","27","26","98","57","22","35","76","48","0","12","0","12","0","12","191","73","80","48","40","30","40","36","0","12","40","36","111","55","48","37","63","45","1500000US240450107025","Block Group 5, Census Tract 107.02, Wicomico County, Maryland"
"591","128","169","100","169","100","133","101","36","27","18","28","18","16","0","12","0","12","0","12","422","103","250","84","228","81","22","33","22","33","0","12","172","82","83","68","89","47","1500000US240450107026","Block Group 6, Census Tract 107.02, Wicomico County, Maryland"
"894","152","265","136","265","136","149","98","116","100","64","93","52","49","0","12","0","12","0","12","629","141","380","116","326","102","54","68","39","63","15","24","249","103","103","64","146","91","1500000US240450108001","Block Group 1, Census Tract 108, Wicomico County, Maryland"
"883","186","312","154","312","154","189","106","123","121","89","114","34","31","0","12","0","12","0","12","571","169","439","157","439","157","0","12","0","12","0","12","132","89","66","76","66","70","1500000US240450108002","Block Group 2, Census Tract 108, Wicomico County, Maryland"
"306","124","78","56","78","56","44","42","34","39","21","34","13","22","0","12","0","12","0","12","228","128","128","96","116","93","12","21","0","12","12","21","100","96","27","32","73","88","1500000US240450108003","Block Group 3, Census Tract 108, Wicomico County, Maryland"
"349","94","91","74","91","74","63","70","28","33","0","12","28","33","0","12","0","12","0","12","258","90","190","94","136","73","54","64","35","56","19","31","68","50","37","37","31","35","1500000US240450108004","Block Group 4, Census Tract 108, Wicomico County, Maryland"
"181","69","23","35","23","35","23","35","0","12","0","12","0","12","0","12","0","12","0","12","158","62","63","37","63","37","0","12","0","12","0","12","95","61","49","42","46","38","1500000US240479500001","Block Group 1, Census Tract 9500, Worcester County, Maryland"
"651","128","58","50","58","50","58","50","0","12","0","12","0","12","0","12","0","12","0","12","593","126","205","76","174","67","31","31","23","27","8","13","388","101","225","86","163","71","1500000US240479500002","Block Group 2, Census Tract 9500, Worcester County, Maryland"
"564","94","72","41","72","41","38","30","34","36","22","30","12","13","0","12","0","12","0","12","492","91","260","66","214","58","46","37","41","36","5","8","232","56","119","44","113","36","1500000US240479501001","Block Group 1, Census Tract 9501, Worcester County, Maryland"
"297","67","25","19","15","11","6","8","9","7","5","7","4","7","10","17","10","17","0","12","272","69","116","40","111","40","5","7","5","7","0","12","156","55","84","57","72","31","1500000US240479501002","Block Group 2, Census Tract 9501, Worcester County, Maryland"
"129","48","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","129","48","49","23","49","23","0","12","0","12","0","12","80","41","59","36","21","18","1500000US240479501003","Block Group 3, Census Tract 9501, Worcester County, Maryland"
"167","62","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","167","62","70","43","70","43","0","12","0","12","0","12","97","47","29","25","68","40","1500000US240479503001","Block Group 1, Census Tract 9503, Worcester County, Maryland"
"486","100","11","17","11","17","11","17","0","12","0","12","0","12","0","12","0","12","0","12","475","101","259","78","190","69","69","37","0","12","69","37","216","63","57","42","159","53","1500000US240479503002","Block Group 2, Census Tract 9503, Worcester County, Maryland"
"594","131","69","47","69","47","35","36","34","31","0","12","34","31","0","12","0","12","0","12","525","125","286","73","265","70","21","22","0","12","21","22","239","96","74","38","165","89","1500000US240479503003","Block Group 3, Census Tract 9503, Worcester County, Maryland"
"389","102","22","22","22","22","12","17","10","15","0","12","10","15","0","12","0","12","0","12","367","96","174","61","154","58","20","22","20","22","0","12","193","68","83","49","110","46","1500000US240479503004","Block Group 4, Census Tract 9503, Worcester County, Maryland"
"851","105","222","48","222","48","165","39","57","38","9","15","48","34","0","12","0","12","0","12","629","96","329","80","297","72","32","40","24","38","8","12","300","76","128","56","172","57","1500000US240479504001","Block Group 1, Census Tract 9504, Worcester County, Maryland"
"215","66","84","54","84","54","48","33","36","43","28","41","8","14","0","12","0","12","0","12","131","46","102","41","102","41","0","12","0","12","0","12","29","23","14","18","15","15","1500000US240479504002","Block Group 2, Census Tract 9504, Worcester County, Maryland"
"367","77","8","23","8","23","8","23","0","12","0","12","0","12","0","12","0","12","0","12","359","71","252","67","230","64","22","26","8","12","14","22","107","47","41","31","66","36","1500000US240479506001","Block Group 1, Census Tract 9506, Worcester County, Maryland"
"550","85","122","65","122","65","103","62","19","23","19","23","0","12","0","12","0","12","0","12","428","91","151","51","136","48","15","18","0","12","15","18","277","102","165","85","112","48","1500000US240479506002","Block Group 2, Census Tract 9506, Worcester County, Maryland"
"459","96","85","35","85","35","68","32","17","24","3","8","14","22","0","12","0","12","0","12","374","93","211","61","205","60","6","9","0","12","6","9","163","75","68","63","95","43","1500000US240479506003","Block Group 3, Census Tract 9506, Worcester County, Maryland"
"376","97","31","26","31","26","13","21","18","20","0","12","18","20","0","12","0","12","0","12","345","94","195","77","126","65","69","53","40","46","29","26","150","73","74","53","76","55","1500000US240479507001","Block Group 1, Census Tract 9507, Worcester County, Maryland"
"741","81","220","44","220","44","145","45","75","43","9","14","66","41","0","12","0","12","0","12","521","69","318","71","270","70","48","39","20","30","28","23","203","66","51","36","152","60","1500000US240479507002","Block Group 2, Census Tract 9507, Worcester County, Maryland"
"476","107","156","102","156","102","90","60","66","80","0","12","66","80","0","12","0","12","0","12","320","99","172","69","136","66","36","40","36","40","0","12","148","84","78","75","70","54","1500000US240479508001","Block Group 1, Census Tract 9508, Worcester County, Maryland"
"338","94","41","41","41","41","26","33","15","26","0","12","15","26","0","12","0","12","0","12","297","94","198","69","198","69","0","12","0","12","0","12","99","85","57","72","42","41","1500000US240479508002","Block Group 2, Census Tract 9508, Worcester County, Maryland"
"549","105","142","68","142","68","107","63","35","40","0","12","35","40","0","12","0","12","0","12","407","107","184","87","148","74","36","38","19","29","17","27","223","87","122","68","101","64","1500000US240479508003","Block Group 3, Census Tract 9508, Worcester County, Maryland"
"570","122","214","113","214","113","177","102","37","57","37","57","0","12","0","12","0","12","0","12","356","87","233","85","222","88","11","19","0","12","11","19","123","73","86","75","37","34","1500000US240479508004","Block Group 4, Census Tract 9508, Worcester County, Maryland"
"325","64","79","39","63","35","57","33","6","9","0","12","6","9","16","23","16","23","0","12","246","56","160","52","117","34","43","36","40","38","3","8","86","39","40","29","46","28","1500000US240479509001","Block Group 1, Census Tract 9509, Worcester County, Maryland"
"403","68","84","42","84","42","47","25","37","31","15","17","22","24","0","12","0","12","0","12","319","62","147","41","120","41","27","26","14","16","13","22","172","64","67","44","105","48","1500000US240479509002","Block Group 2, Census Tract 9509, Worcester County, Maryland"
"815","130","295","99","244","74","205","61","39","46","0","12","39","46","51","65","51","65","0","12","520","116","234","81","197","76","37","32","37","32","0","12","286","102","132","73","154","74","1500000US240479510001","Block Group 1, Census Tract 9510, Worcester County, Maryland"
"361","93","122","78","122","78","42","45","80","67","20","31","60","60","0","12","0","12","0","12","239","83","90","54","85","54","5","10","0","12","5","10","149","59","49","37","100","47","1500000US240479510002","Block Group 2, Census Tract 9510, Worcester County, Maryland"
"661","119","202","72","202","72","61","41","141","63","8","12","133","61","0","12","0","12","0","12","459","107","187","67","120","55","67","57","15","24","52","45","272","99","155","82","117","62","1500000US240479510003","Block Group 3, Census Tract 9510, Worcester County, Maryland"
"690","132","170","100","170","100","139","91","31","33","12","21","19","28","0","12","0","12","0","12","520","110","360","98","342","94","18","29","0","12","18","29","160","77","46","43","114","72","1500000US240479511001","Block Group 1, Census Tract 9511, Worcester County, Maryland"
"840","160","160","79","160","79","144","81","16","27","0","12","16","27","0","12","0","12","0","12","680","130","425","106","399","104","26","30","0","12","26","30","255","108","47","43","208","95","1500000US240479511002","Block Group 2, Census Tract 9511, Worcester County, Maryland"
"1451","156","170","103","170","103","104","72","66","78","0","12","66","78","0","12","0","12","0","12","1281","156","819","135","706","123","113","91","15","27","98","85","462","118","147","69","315","106","1500000US240479511003","Block Group 3, Census Tract 9511, Worcester County, Maryland"
"427","89","118","61","118","61","56","37","62","49","0","12","62","49","0","12","0","12","0","12","309","85","251","82","222","80","29","26","9","14","20","23","58","34","21","23","37","28","1500000US240479512001","Block Group 1, Census Tract 9512, Worcester County, Maryland"
"374","67","151","53","151","53","128","54","23","20","8","13","15","16","0","12","0","12","0","12","223","62","106","48","89","39","17","26","0","12","17","26","117","53","56","35","61","40","1500000US240479512002","Block Group 2, Census Tract 9512, Worcester County, Maryland"
"408","90","49","36","49","36","39","33","10","16","0","12","10","16","0","12","0","12","0","12","359","87","223","60","195","59","28","24","8","12","20","21","136","61","28","45","108","60","1500000US240479512003","Block Group 3, Census Tract 9512, Worcester County, Maryland"
"465","85","116","51","116","51","5","8","111","52","27","29","84","46","0","12","0","12","0","12","349","71","168","43","147","37","21","20","0","12","21","20","181","70","11","12","170","69","1500000US240479513001","Block Group 1, Census Tract 9513, Worcester County, Maryland"
"510","71","192","46","178","43","71","31","107","46","0","12","107","46","14","21","0","12","14","21","318","70","148","51","115","43","33","23","19","19","14","12","170","58","41","30","129","52","1500000US240479513002","Block Group 2, Census Tract 9513, Worcester County, Maryland"
"431","89","135","74","135","74","117","73","18","21","0","12","18","21","0","12","0","12","0","12","296","73","171","63","95","44","76","48","27","31","49","36","125","59","66","50","59","44","1500000US240479514001","Block Group 1, Census Tract 9514, Worcester County, Maryland"
"333","81","81","43","81","43","81","43","0","12","0","12","0","12","0","12","0","12","0","12","252","73","199","67","167","64","32","40","25","39","7","10","53","36","6","9","47","36","1500000US240479514002","Block Group 2, Census Tract 9514, Worcester County, Maryland"
"529","83","131","58","131","58","85","44","46","42","36","40","10","16","0","12","0","12","0","12","398","74","290","73","239","67","51","34","11","18","40","30","108","45","44","32","64","34","1500000US240479514003","Block Group 3, Census Tract 9514, Worcester County, Maryland"
"180","61","27","24","27","24","27","24","0","12","0","12","0","12","0","12","0","12","0","12","153","57","63","33","41","28","22","20","16","17","6","11","90","51","66","51","24","21","1500000US240479515001","Block Group 1, Census Tract 9515, Worcester County, Maryland"
"476","85","182","65","182","65","44","31","138","63","0","12","138","63","0","12","0","12","0","12","294","75","148","58","76","35","72","57","18","26","54","49","146","62","7","11","139","59","1500000US240479515002","Block Group 2, Census Tract 9515, Worcester County, Maryland"
"236","67","54","39","54","39","32","25","22","30","0","12","22","30","0","12","0","12","0","12","182","66","103","38","76","33","27","25","7","13","20","25","79","60","9","14","70","64","1500000US240479515003","Block Group 3, Census Tract 9515, Worcester County, Maryland"
"281","83","56","38","56","38","29","34","27","29","12","19","15","21","0","12","0","12","0","12","225","78","40","35","40","35","0","12","0","12","0","12","185","76","89","59","96","60","1500000US240479515004","Block Group 4, Census Tract 9515, Worcester County, Maryland"
"219","91","31","40","31","40","9","14","22","38","0","12","22","38","0","12","0","12","0","12","188","87","139","74","65","61","74","47","9","14","65","47","49","58","39","54","10","16","1500000US240479515005","Block Group 5, Census Tract 9515, Worcester County, Maryland"
"392","93","156","72","156","72","6","9","150","72","0","12","150","72","0","12","0","12","0","12","236","76","107","62","41","28","66","58","18","28","48","52","129","56","26","26","103","52","1500000US240479515006","Block Group 6, Census Tract 9515, Worcester County, Maryland"
"519","79","75","39","75","39","53","28","22","25","13","22","9","15","0","12","0","12","0","12","444","78","289","75","253","70","36","36","0","12","36","36","155","63","67","47","88","44","1500000US240479517001","Block Group 1, Census Tract 9517, Worcester County, Maryland"
"273","72","26","24","26","24","18","21","8","13","0","12","8","13","0","12","0","12","0","12","247","69","119","48","119","48","0","12","0","12","0","12","128","64","62","50","66","43","1500000US240479517002","Block Group 2, Census Tract 9517, Worcester County, Maryland"
"281","79","83","53","83","53","36","27","47","53","41","51","6","11","0","12","0","12","0","12","198","60","111","47","111","47","0","12","0","12","0","12","87","48","38","42","49","34","1500000US240479517003","Block Group 3, Census Tract 9517, Worcester County, Maryland"
"360","124","38","39","38","39","15","19","23","35","0","12","23","35","0","12","0","12","0","12","322","122","72","42","57","38","15","16","0","12","15","16","250","110","165","92","85","62","1500000US240479517004","Block Group 4, Census Tract 9517, Worcester County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240479800001","Block Group 1, Census Tract 9800, Worcester County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240479900000","Block Group 0, Census Tract 9900, Worcester County, Maryland"
"537","72","44","25","44","25","37","22","7","11","0","12","7","11","0","12","0","12","0","12","493","73","174","55","160","57","14","17","6","12","8","11","319","60","163","52","156","57","1500000US245100101001","Block Group 1, Census Tract 101, Baltimore city, Maryland"
"481","68","48","26","48","26","38","24","10","16","0","12","10","16","0","12","0","12","0","12","433","69","111","46","111","46","0","12","0","12","0","12","322","68","159","56","163","48","1500000US245100101002","Block Group 2, Census Tract 101, Baltimore city, Maryland"
"448","65","25","21","25","21","7","11","18","20","0","12","18","20","0","12","0","12","0","12","423","65","135","59","95","53","40","39","8","13","32","38","288","66","117","52","171","53","1500000US245100101003","Block Group 3, Census Tract 101, Baltimore city, Maryland"
"388","69","67","52","67","52","37","41","30","34","30","34","0","12","0","12","0","12","0","12","321","59","85","44","75","42","10","14","0","12","10","14","236","59","88","44","148","48","1500000US245100102001","Block Group 1, Census Tract 102, Baltimore city, Maryland"
"271","69","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","271","69","85","51","61","39","24","33","0","12","24","33","186","64","124","53","62","42","1500000US245100102002","Block Group 2, Census Tract 102, Baltimore city, Maryland"
"557","92","118","56","118","56","118","56","0","12","0","12","0","12","0","12","0","12","0","12","439","87","151","65","151","65","0","12","0","12","0","12","288","83","132","66","156","67","1500000US245100102003","Block Group 3, Census Tract 102, Baltimore city, Maryland"
"221","66","15","23","15","23","15","23","0","12","0","12","0","12","0","12","0","12","0","12","206","62","74","40","63","36","11","17","11","17","0","12","132","69","91","63","41","31","1500000US245100102004","Block Group 4, Census Tract 102, Baltimore city, Maryland"
"409","62","124","59","124","59","124","59","0","12","0","12","0","12","0","12","0","12","0","12","285","68","97","39","74","38","23","26","0","12","23","26","188","60","75","45","113","51","1500000US245100103001","Block Group 1, Census Tract 103, Baltimore city, Maryland"
"674","72","101","42","101","42","86","41","15","16","14","17","1","5","0","12","0","12","0","12","573","79","172","62","154","57","18","20","9","13","9","13","401","71","237","77","164","56","1500000US245100103002","Block Group 2, Census Tract 103, Baltimore city, Maryland"
"434","78","50","23","50","23","40","23","10","16","0","12","10","16","0","12","0","12","0","12","384","77","150","51","134","48","16","20","16","20","0","12","234","76","149","66","85","51","1500000US245100104001","Block Group 1, Census Tract 104, Baltimore city, Maryland"
"970","128","44","28","44","28","44","28","0","12","0","12","0","12","0","12","0","12","0","12","926","127","227","73","209","75","18","26","0","12","18","26","699","119","355","114","344","94","1500000US245100104002","Block Group 2, Census Tract 104, Baltimore city, Maryland"
"337","47","65","39","60","38","35","24","25","32","15","22","10","15","5","8","0","12","5","8","272","52","72","25","55","23","17","15","4","6","13","14","200","52","89","35","111","39","1500000US245100105001","Block Group 1, Census Tract 105, Baltimore city, Maryland"
"421","53","61","29","61","29","41","24","20","24","9","14","11","17","0","12","0","12","0","12","360","52","147","41","126","42","21","18","12","11","9","14","213","51","97","36","116","46","1500000US245100105002","Block Group 2, Census Tract 105, Baltimore city, Maryland"
"299","53","52","21","52","21","32","19","20","16","6","9","14","14","0","12","0","12","0","12","247","52","109","46","88","45","21","16","5","8","16","14","138","41","75","31","63","26","1500000US245100201001","Block Group 1, Census Tract 201, Baltimore city, Maryland"
"539","67","115","45","115","45","64","26","51","39","6","9","45","38","0","12","0","12","0","12","424","64","123","46","93","34","30","28","16","25","14","15","301","54","144","40","157","39","1500000US245100201002","Block Group 2, Census Tract 201, Baltimore city, Maryland"
"332","52","53","34","53","34","47","33","6","13","1","4","5","13","0","12","0","12","0","12","279","56","26","20","26","20","0","12","0","12","0","12","253","60","145","45","108","50","1500000US245100202001","Block Group 1, Census Tract 202, Baltimore city, Maryland"
"444","56","70","38","70","38","37","19","33","33","28","32","5","10","0","12","0","12","0","12","374","56","111","40","70","29","41","26","12","14","29","23","263","52","130","42","133","46","1500000US245100202002","Block Group 2, Census Tract 202, Baltimore city, Maryland"
"834","159","31","40","31","40","31","40","0","12","0","12","0","12","0","12","0","12","0","12","803","170","241","141","180","113","61","82","0","12","61","82","562","156","295","104","267","120","1500000US245100203001","Block Group 1, Census Tract 203, Baltimore city, Maryland"
"570","129","30","35","30","35","15","23","15","25","0","12","15","25","0","12","0","12","0","12","540","131","151","67","126","61","25","29","11","20","14","21","389","130","224","121","165","74","1500000US245100203002","Block Group 2, Census Tract 203, Baltimore city, Maryland"
"706","123","47","42","47","42","47","42","0","12","0","12","0","12","0","12","0","12","0","12","659","125","125","72","125","72","0","12","0","12","0","12","534","115","344","103","190","80","1500000US245100203003","Block Group 3, Census Tract 203, Baltimore city, Maryland"
"603","136","228","101","198","97","0","12","198","97","0","12","198","97","30","45","0","12","30","45","375","133","92","82","6","19","86","81","66","76","20","25","283","107","125","79","158","79","1500000US245100301001","Block Group 1, Census Tract 301, Baltimore city, Maryland"
"479","130","259","116","259","116","28","30","231","111","66","63","165","106","0","12","0","12","0","12","220","90","89","61","32","32","57","56","0","12","57","56","131","67","72","61","59","31","1500000US245100301002","Block Group 2, Census Tract 301, Baltimore city, Maryland"
"535","89","116","49","116","49","35","30","81","43","0","12","81","43","0","12","0","12","0","12","419","92","72","43","28","30","44","33","0","12","44","33","347","101","157","68","190","81","1500000US245100302001","Block Group 1, Census Tract 302, Baltimore city, Maryland"
"613","98","57","39","57","39","57","39","0","12","0","12","0","12","0","12","0","12","0","12","556","109","126","78","115","76","11","18","0","12","11","18","430","95","277","82","153","67","1500000US245100302002","Block Group 2, Census Tract 302, Baltimore city, Maryland"
"919","163","11","18","11","18","11","18","0","12","0","12","0","12","0","12","0","12","0","12","908","162","97","57","97","57","0","12","0","12","0","12","811","160","559","163","252","107","1500000US245100401001","Block Group 1, Census Tract 401, Baltimore city, Maryland"
"1402","212","47","43","47","43","25","34","22","36","0","12","22","36","0","12","0","12","0","12","1355","211","209","101","178","92","31","37","19","31","12","20","1146","209","653","185","493","147","1500000US245100401002","Block Group 2, Census Tract 401, Baltimore city, Maryland"
"234","51","16","25","16","25","16","25","0","12","0","12","0","12","0","12","0","12","0","12","218","50","4","6","4","6","0","12","0","12","0","12","214","50","132","48","82","31","1500000US245100402001","Block Group 1, Census Tract 402, Baltimore city, Maryland"
"164","61","119","54","109","55","34","41","75","46","24","38","51","42","10","14","10","14","0","12","45","29","32","28","9","14","23","24","10","16","13","20","13","19","13","19","0","12","1500000US245100601001","Block Group 1, Census Tract 601, Baltimore city, Maryland"
"328","81","104","48","104","48","11","17","93","49","0","12","93","49","0","12","0","12","0","12","224","70","45","36","8","12","37","33","25","21","12","18","179","63","74","48","105","42","1500000US245100601002","Block Group 2, Census Tract 601, Baltimore city, Maryland"
"334","74","95","51","95","51","30","28","65","50","45","46","20","22","0","12","0","12","0","12","239","65","94","65","89","65","5","8","5","8","0","12","145","57","123","55","22","19","1500000US245100601003","Block Group 3, Census Tract 601, Baltimore city, Maryland"
"167","62","56","36","56","36","8","14","48","36","0","12","48","36","0","12","0","12","0","12","111","63","62","59","0","12","62","59","52","60","10","14","49","30","13","20","36","28","1500000US245100601004","Block Group 4, Census Tract 601, Baltimore city, Maryland"
"91","48","37","47","37","47","0","12","37","47","37","47","0","12","0","12","0","12","0","12","54","29","18","19","9","14","9","14","0","12","9","14","36","29","16","20","20","21","1500000US245100602001","Block Group 1, Census Tract 602, Baltimore city, Maryland"
"235","60","70","58","70","58","70","58","0","12","0","12","0","12","0","12","0","12","0","12","165","50","50","30","44","27","6","10","6","10","0","12","115","45","72","43","43","27","1500000US245100602002","Block Group 2, Census Tract 602, Baltimore city, Maryland"
"271","68","75","49","75","49","58","44","17","19","0","12","17","19","0","12","0","12","0","12","196","68","50","40","44","39","6","11","0","12","6","11","146","61","40","35","106","52","1500000US245100602003","Block Group 3, Census Tract 602, Baltimore city, Maryland"
"276","79","71","52","71","52","52","50","19","22","11","17","8","13","0","12","0","12","0","12","205","59","53","35","45","33","8","13","0","12","8","13","152","58","87","52","65","36","1500000US245100602004","Block Group 4, Census Tract 602, Baltimore city, Maryland"
"211","84","92","51","92","51","23","27","69","48","49","48","20","21","0","12","0","12","0","12","119","61","49","39","9","14","40","36","0","12","40","36","70","45","27","33","43","37","1500000US245100602005","Block Group 5, Census Tract 602, Baltimore city, Maryland"
"270","56","101","38","101","38","3","6","98","37","6","10","92","37","0","12","0","12","0","12","169","55","37","22","19","18","18","14","0","12","18","14","132","52","77","35","55","39","1500000US245100603001","Block Group 1, Census Tract 603, Baltimore city, Maryland"
"493","51","104","44","95","44","62","36","33","28","9","10","24","25","9","13","9","13","0","12","389","58","71","28","47","25","24","16","13","16","11","10","318","57","195","53","123","38","1500000US245100603002","Block Group 2, Census Tract 603, Baltimore city, Maryland"
"263","67","38","26","38","26","12","17","26","23","0","12","26","23","0","12","0","12","0","12","225","68","66","43","27","27","39","29","4","7","35","27","159","61","110","55","49","35","1500000US245100604001","Block Group 1, Census Tract 604, Baltimore city, Maryland"
"466","71","32","23","27","23","15","16","12","17","0","12","12","17","5","8","0","12","5","8","434","71","143","67","108","74","35","31","0","12","35","31","291","62","158","58","133","50","1500000US245100604002","Block Group 2, Census Tract 604, Baltimore city, Maryland"
"390","78","164","60","164","60","22","28","142","57","11","12","131","58","0","12","0","12","0","12","226","79","105","45","44","31","61","38","21","26","40","26","121","66","51","44","70","53","1500000US245100701001","Block Group 1, Census Tract 701, Baltimore city, Maryland"
"403","81","183","68","183","68","11","12","172","66","4","6","168","66","0","12","0","12","0","12","220","69","85","45","22","25","63","42","25","23","38","34","135","65","59","49","76","44","1500000US245100701002","Block Group 2, Census Tract 701, Baltimore city, Maryland"
"132","60","39","44","39","44","0","12","39","44","0","12","39","44","0","12","0","12","0","12","93","45","52","38","12","19","40","33","15","24","25","23","41","39","0","12","41","39","1500000US245100702001","Block Group 1, Census Tract 702, Baltimore city, Maryland"
"232","86","74","53","74","53","0","12","74","53","0","12","74","53","0","12","0","12","0","12","158","77","81","57","14","16","67","54","11","18","56","50","77","56","53","47","24","28","1500000US245100702002","Block Group 2, Census Tract 702, Baltimore city, Maryland"
"237","76","87","49","87","49","19","22","68","54","7","14","61","52","0","12","0","12","0","12","150","74","27","27","15","19","12","20","0","12","12","20","123","72","48","49","75","59","1500000US245100702003","Block Group 3, Census Tract 702, Baltimore city, Maryland"
"214","73","92","56","92","56","0","12","92","56","0","12","92","56","0","12","0","12","0","12","122","65","45","40","0","12","45","40","0","12","45","40","77","52","19","30","58","46","1500000US245100702004","Block Group 4, Census Tract 702, Baltimore city, Maryland"
"186","56","43","34","43","34","12","21","31","35","0","12","31","35","0","12","0","12","0","12","143","55","49","41","7","14","42","39","14","22","28","31","94","46","23","26","71","39","1500000US245100702005","Block Group 5, Census Tract 702, Baltimore city, Maryland"
"218","46","82","40","82","40","21","24","61","38","9","14","52","37","0","12","0","12","0","12","136","38","30","23","7","9","23","21","17","19","6","9","106","33","41","26","65","28","1500000US245100703001","Block Group 1, Census Tract 703, Baltimore city, Maryland"
"99","43","40","27","40","27","34","30","6","10","4","7","2","6","0","12","0","12","0","12","59","30","26","20","3","5","23","20","23","20","0","12","33","23","11","15","22","17","1500000US245100703002","Block Group 2, Census Tract 703, Baltimore city, Maryland"
"158","44","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","158","44","19","17","18","17","1","6","1","6","0","12","139","38","80","33","59","26","1500000US245100704001","Block Group 1, Census Tract 704, Baltimore city, Maryland"
"195","60","15","23","15","23","0","12","15","23","0","12","15","23","0","12","0","12","0","12","180","60","24","18","12","13","12","13","6","9","6","10","156","62","78","50","78","46","1500000US245100704002","Block Group 2, Census Tract 704, Baltimore city, Maryland"
"372","61","145","85","145","85","22","34","123","79","0","12","123","79","0","12","0","12","0","12","227","97","46","33","42","32","4","6","4","6","0","12","181","94","29","23","152","90","1500000US245100704003","Block Group 3, Census Tract 704, Baltimore city, Maryland"
"309","49","120","44","120","44","97","38","23","25","0","12","23","25","0","12","0","12","0","12","189","57","137","56","127","54","10","15","0","12","10","15","52","33","34","28","18","21","1500000US245100801011","Block Group 1, Census Tract 801.01, Baltimore city, Maryland"
"281","91","97","55","97","55","19","20","78","51","0","12","78","51","0","12","0","12","0","12","184","90","128","79","94","62","34","46","29","45","5","9","56","50","25","42","31","28","1500000US245100801012","Block Group 2, Census Tract 801.01, Baltimore city, Maryland"
"406","105","190","90","190","90","58","35","132","82","0","12","132","82","0","12","0","12","0","12","216","76","115","68","39","31","76","62","24","39","52","46","101","61","43","41","58","50","1500000US245100801013","Block Group 3, Census Tract 801.01, Baltimore city, Maryland"
"306","92","160","80","160","80","13","19","147","78","0","12","147","78","0","12","0","12","0","12","146","69","45","34","18","20","27","27","6","10","21","25","101","59","57","53","44","31","1500000US245100801014","Block Group 4, Census Tract 801.01, Baltimore city, Maryland"
"279","58","122","48","122","48","16","26","106","43","0","12","106","43","0","12","0","12","0","12","157","49","72","37","43","33","29","20","0","12","29","20","85","40","23","28","62","33","1500000US245100801021","Block Group 1, Census Tract 801.02, Baltimore city, Maryland"
"447","73","183","54","183","54","31","30","152","50","0","12","152","50","0","12","0","12","0","12","264","68","140","61","35","32","105","52","0","12","105","52","124","57","43","36","81","47","1500000US245100801022","Block Group 2, Census Tract 801.02, Baltimore city, Maryland"
"132","58","56","43","56","43","46","42","10","14","0","12","10","14","0","12","0","12","0","12","76","40","35","28","22","23","13","14","0","12","13","14","41","29","31","26","10","12","1500000US245100802001","Block Group 1, Census Tract 802, Baltimore city, Maryland"
"204","65","42","34","42","34","8","13","34","34","0","12","34","34","0","12","0","12","0","12","162","62","84","55","0","12","84","55","20","27","64","45","78","42","65","42","13","16","1500000US245100802002","Block Group 2, Census Tract 802, Baltimore city, Maryland"
"249","57","41","30","41","30","0","12","41","30","12","19","29","27","0","12","0","12","0","12","208","52","59","33","9","13","50","32","16","20","34","23","149","50","49","33","100","48","1500000US245100802003","Block Group 3, Census Tract 802, Baltimore city, Maryland"
"150","49","37","27","37","27","6","9","31","25","0","12","31","25","0","12","0","12","0","12","113","44","36","22","9","14","27","17","6","9","21","16","77","41","26","26","51","36","1500000US245100803011","Block Group 1, Census Tract 803.01, Baltimore city, Maryland"
"211","53","61","35","61","35","9","16","52","32","15","16","37","28","0","12","0","12","0","12","150","47","78","35","36","19","42","29","4","6","38","28","72","36","27","27","45","24","1500000US245100803012","Block Group 2, Census Tract 803.01, Baltimore city, Maryland"
"225","56","72","32","67","31","7","10","60","28","33","33","27","29","5","9","0","12","5","9","153","47","101","40","46","34","55","31","16","18","39","27","52","33","24","24","28","22","1500000US245100803013","Block Group 3, Census Tract 803.01, Baltimore city, Maryland"
"226","93","102","68","102","68","44","45","58","56","0","12","58","56","0","12","0","12","0","12","124","70","47","41","27","33","20","30","0","12","20","30","77","60","51","57","26","21","1500000US245100803021","Block Group 1, Census Tract 803.02, Baltimore city, Maryland"
"170","70","15","24","0","12","0","12","0","12","0","12","0","12","15","24","0","12","15","24","155","70","103","61","8","14","95","64","0","12","95","64","52","44","20","26","32","37","1500000US245100803022","Block Group 2, Census Tract 803.02, Baltimore city, Maryland"
