"B14007_001E","B14007_001M","B14007_002E","B14007_002M","B14007_003E","B14007_003M","B14007_004E","B14007_004M","B14007_005E","B14007_005M","B14007_006E","B14007_006M","B14007_007E","B14007_007M","B14007_008E","B14007_008M","B14007_009E","B14007_009M","B14007_010E","B14007_010M","B14007_011E","B14007_011M","B14007_012E","B14007_012M","B14007_013E","B14007_013M","B14007_014E","B14007_014M","B14007_015E","B14007_015M","B14007_016E","B14007_016M","B14007_017E","B14007_017M","B14007_018E","B14007_018M","B14007_019E","B14007_019M","GEO_ID","NAME"
"626","152","129","68","0","12","0","12","0","12","0","12","0","12","32","34","0","12","0","12","0","12","0","12","23","36","0","12","5","10","13","23","56","45","0","12","497","113","1500000US240010004001","Block Group 1, Census Tract 4, Allegany County, Maryland"
"1368","262","284","114","31","31","52","54","8","13","19","21","42","42","8","13","0","12","9","14","0","12","22","25","17","19","11","17","10","16","0","12","47","40","8","13","1084","192","1500000US240010004002","Block Group 2, Census Tract 4, Allegany County, Maryland"
"726","203","203","124","0","12","0","12","9","15","21","29","0","12","30","33","17","20","0","12","10","15","35","49","41","52","31","20","0","12","0","12","9","12","0","12","523","122","1500000US240010004003","Block Group 3, Census Tract 4, Allegany County, Maryland"
"1456","247","212","99","7","10","0","12","0","12","36","34","0","12","28","37","21","29","0","12","18","25","0","12","12","18","0","12","0","12","15","26","75","49","0","12","1244","200","1500000US240010005001","Block Group 1, Census Tract 5, Allegany County, Maryland"
"881","217","255","135","53","62","14","23","0","12","29","45","0","12","0","12","0","12","1","3","0","12","2","3","3","3","0","12","17","18","0","12","136","92","0","12","626","125","1500000US240010005002","Block Group 2, Census Tract 5, Allegany County, Maryland"
"2132","277","449","181","60","66","22","26","23","34","23","34","13","19","18","21","0","12","34","35","15","22","0","12","40","49","0","12","0","12","28","30","160","107","13","19","1683","240","1500000US240010006001","Block Group 1, Census Tract 6, Allegany County, Maryland"
"641","203","169","122","36","35","0","12","20","29","0","12","18","26","0","12","25","27","8","12","0","12","0","12","0","12","0","12","0","12","0","12","62","90","0","12","472","138","1500000US240010006002","Block Group 2, Census Tract 6, Allegany County, Maryland"
"1711","267","394","160","53","62","39","59","22","25","27","34","0","12","0","12","19","27","10","17","12","19","0","12","40","33","7","10","48","46","7","11","88","67","22","27","1317","193","1500000US240010007001","Block Group 1, Census Tract 7, Allegany County, Maryland"
"1583","290","324","93","26","22","66","50","12","18","26","39","14","21","0","12","8","15","0","12","0","12","20","16","0","12","8","14","23","27","44","47","77","60","0","12","1259","260","1500000US240010007002","Block Group 2, Census Tract 7, Allegany County, Maryland"
"1094","185","297","90","36","27","5","9","22","24","6","10","36","33","5","8","15","17","4","7","23","18","4","6","21","17","35","34","0","12","5","8","74","46","6","9","797","144","1500000US240010008001","Block Group 1, Census Tract 8, Allegany County, Maryland"
"1204","221","310","93","5","9","43","29","27","30","5","8","10","12","61","44","33","27","27","26","11","14","8","11","15","15","4","6","26","23","14","16","21","19","0","12","894","179","1500000US240010008002","Block Group 2, Census Tract 8, Allegany County, Maryland"
"1170","275","283","155","28","29","9","14","23","36","0","12","18","30","8","14","9","15","18","30","50","53","0","12","21","22","36","54","0","12","14","22","38","29","11","19","887","158","1500000US240010010001","Block Group 1, Census Tract 10, Allegany County, Maryland"
"1228","368","284","171","13","21","33","48","0","12","45","51","0","12","0","12","40","44","0","12","39","43","0","12","0","12","0","12","0","12","0","12","107","101","7","11","944","251","1500000US240010010002","Block Group 2, Census Tract 10, Allegany County, Maryland"
"1331","161","249","78","0","12","20","17","34","28","8","11","0","12","10","15","4","7","10","12","6","9","33","34","7","12","10","11","0","12","29","32","50","34","28","22","1082","140","1500000US240010011001","Block Group 1, Census Tract 11, Allegany County, Maryland"
"1560","223","404","120","18","20","0","12","0","12","15","25","75","51","0","12","25","29","16","24","40","45","13","23","12","20","45","46","14","22","17","22","102","74","12","17","1156","152","1500000US240010012001","Block Group 1, Census Tract 12, Allegany County, Maryland"
"811","200","132","88","14","22","0","12","15","24","0","12","0","12","0","12","36","37","21","28","0","12","0","12","15","23","0","12","8","12","0","12","15","24","8","11","679","159","1500000US240010012002","Block Group 2, Census Tract 12, Allegany County, Maryland"
"659","181","136","88","0","12","11","20","1","10","0","12","0","12","0","12","8","14","11","19","0","12","0","12","17","18","0","12","7","11","17","25","64","50","0","12","523","149","1500000US240010012003","Block Group 3, Census Tract 12, Allegany County, Maryland"
"1206","143","265","89","43","32","5","8","8","9","9","11","29","27","9","10","9","12","4","8","7","8","7","9","36","29","4","6","23","27","0","12","50","31","22","20","941","99","1500000US240010013001","Block Group 1, Census Tract 13, Allegany County, Maryland"
"3847","289","476","109","0","12","13","14","6","8","11","13","0","12","8","9","0","12","13","16","8","11","42","39","29","23","90","41","66","41","70","45","120","58","0","12","3371","281","1500000US240010013002","Block Group 2, Census Tract 13, Allegany County, Maryland"
"937","255","206","122","0","12","8","12","0","12","14","21","3","7","0","12","0","12","19","25","14","22","0","12","36","40","13","18","13","22","0","12","17","25","69","63","731","217","1500000US240010014011","Block Group 1, Census Tract 14.01, Allegany County, Maryland"
"1598","249","344","142","11","17","9","15","0","12","0","12","10","17","63","57","0","12","41","45","10","15","0","12","10","16","45","39","0","12","15","23","88","49","42","60","1254","167","1500000US240010014012","Block Group 2, Census Tract 14.01, Allegany County, Maryland"
"1245","240","171","87","0","12","12","18","19","31","0","12","0","12","0","12","12","20","0","12","0","12","33","32","0","12","7","11","0","12","0","12","88","67","0","12","1074","200","1500000US240010014013","Block Group 3, Census Tract 14.01, Allegany County, Maryland"
"1483","124","294","71","29","27","16","18","49","39","0","12","18","16","18","15","34","19","0","12","2","5","6","8","30","17","11","14","0","12","43","43","38","24","0","12","1189","114","1500000US240010014021","Block Group 1, Census Tract 14.02, Allegany County, Maryland"
"1976","240","401","164","13","22","21","24","0","12","14","23","15","14","11","13","16","26","0","12","13","14","25","30","17","20","40","30","56","44","4","7","156","96","0","12","1575","184","1500000US240010015021","Block Group 1, Census Tract 15.02, Allegany County, Maryland"
"526","111","63","39","0","12","4","6","0","12","0","12","11","14","0","12","0","12","7","10","0","12","14","13","4","7","6","9","12","12","0","12","5","8","0","12","463","92","1500000US240010015031","Block Group 1, Census Tract 15.03, Allegany County, Maryland"
"592","148","100","55","0","12","17","24","0","12","0","12","0","12","6","10","0","12","8","11","24","17","5","7","0","12","7","12","0","12","0","12","33","30","0","12","492","130","1500000US240010015032","Block Group 2, Census Tract 15.03, Allegany County, Maryland"
"802","168","201","97","0","12","7","10","25","33","14","13","5","8","14","14","30","29","5","7","23","34","0","12","0","12","45","42","0","12","7","11","26","20","0","12","601","109","1500000US240010015033","Block Group 3, Census Tract 15.03, Allegany County, Maryland"
"1703","156","468","84","34","25","0","12","10","12","21","20","8","13","48","32","0","12","0","12","7","12","48","36","24","22","27","22","55","38","25","20","118","61","43","27","1235","121","1500000US240010016001","Block Group 1, Census Tract 16, Allegany County, Maryland"
"460","253","179","133","0","12","0","12","0","12","0","12","22","35","0","12","0","12","0","12","70","88","0","12","0","12","0","12","12","22","0","12","41","47","34","28","281","142","1500000US240010017001","Block Group 1, Census Tract 17, Allegany County, Maryland"
"854","273","296","154","0","12","0","12","0","12","0","12","0","12","26","34","0","12","0","12","54","48","0","12","0","12","16","28","24","38","17","28","145","139","14","24","558","194","1500000US240010017002","Block Group 2, Census Tract 17, Allegany County, Maryland"
"1738","329","446","202","61","62","54","67","0","12","25","39","46","60","0","12","0","12","0","12","60","65","0","12","40","52","0","12","42","52","0","12","106","79","12","20","1292","200","1500000US240010017003","Block Group 3, Census Tract 17, Allegany County, Maryland"
"1863","306","831","299","18","27","0","12","10","16","6","9","0","12","21","21","0","12","29","49","12","13","64","65","25","43","15","19","22","38","0","12","609","310","0","12","1032","190","1500000US240010017004","Block Group 4, Census Tract 17, Allegany County, Maryland"
"1959","304","839","218","25","22","56","54","29","25","19","28","20","23","11","18","12","19","0","12","21","22","10","16","14","22","27","25","25","29","21","31","510","204","39","34","1120","284","1500000US240010018001","Block Group 1, Census Tract 18, Allegany County, Maryland"
"822","213","357","152","0","12","23","34","0","12","9","16","10","16","9","15","0","12","11","19","23","23","0","12","12","19","0","12","11","17","0","12","226","110","23","31","465","115","1500000US240010018002","Block Group 2, Census Tract 18, Allegany County, Maryland"
"2102","238","1857","238","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1798","237","59","44","245","92","1500000US240010018003","Block Group 3, Census Tract 18, Allegany County, Maryland"
"1546","206","402","133","38","26","25","27","48","31","32","27","25","26","7","10","19","18","22","31","15","14","11","16","0","12","42","36","8","12","10","14","100","78","0","12","1144","136","1500000US240010019001","Block Group 1, Census Tract 19, Allegany County, Maryland"
"1336","203","244","81","12","13","23","26","11","15","14","16","5","8","17","22","20","23","6","9","0","12","34","30","18","15","41","28","0","12","4","6","14","10","25","25","1092","158","1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland"
"1485","405","297","163","0","12","46","52","0","12","0","12","26","44","20","33","0","12","67","64","0","12","19","31","37","44","0","12","40","47","0","12","42","48","0","12","1188","321","1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland"
"2784","443","654","247","108","88","32","38","68","80","50","45","0","12","13","21","13","21","10","14","0","12","61","47","24","31","55","50","46","44","21","35","72","71","81","65","2130","252","1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland"
"1381","364","379","172","0","12","46","54","13","21","23","42","13","21","17","26","0","12","0","12","17","27","0","12","0","12","0","12","26","40","0","12","224","127","0","12","1002","235","1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland"
"2078","209","440","130","9","9","14","17","8","9","42","30","20","19","13","11","48","43","29","21","29","22","29","22","34","23","10","11","21","22","68","44","62","35","4","5","1638","156","1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland"
"1114","143","169","61","15","13","5","5","11","10","9","8","3","5","3","5","8","8","15","17","0","12","3","4","11","16","3","4","0","12","2","5","53","41","28","32","945","136","1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland"
"1016","197","198","98","18","26","16","22","0","12","0","12","18","26","17","23","17","25","16","22","0","12","20","28","42","35","0","12","22","32","12","18","0","12","0","12","818","155","1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland"
"1313","213","268","94","32","19","18","19","23","21","42","34","6","9","16","18","0","12","20","20","10","14","6","9","12","16","0","12","7","10","31","28","45","40","0","12","1045","169","1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland"
"1296","220","313","129","29","29","0","12","0","12","35","31","19","29","35","38","0","12","0","12","0","12","19","20","7","11","44","35","19","21","13","15","71","47","22","33","983","134","1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland"
"849","176","204","86","37","31","19","21","10","16","22","22","0","12","0","12","10","16","0","12","18","20","19","21","22","25","0","12","8","12","0","12","33","30","6","11","645","138","1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland"
"772","179","172","87","69","74","0","12","10","14","0","12","10","14","11","17","0","12","0","12","0","12","17","20","10","15","0","12","0","12","9","15","25","23","11","17","600","119","1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland"
"695","128","147","73","0","12","9","14","0","12","26","24","9","14","0","12","0","12","0","12","0","12","8","13","9","14","13","19","30","27","0","12","43","39","0","12","548","97","1500000US240037011013","Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland"
"1521","237","446","126","26","25","25","24","31","28","32","35","15","17","23","34","16","19","36","23","11","16","37","28","48","31","30","24","37","31","18","19","40","38","21","22","1075","142","1500000US240037011014","Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland"
"2757","380","593","217","94","76","0","12","0","12","23","38","33","53","79","62","0","12","39","44","0","12","30","35","24","30","43","47","0","12","74","60","92","69","62","85","2164","311","1500000US240037011021","Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland"
"1009","250","179","130","30","38","20","27","0","12","0","12","0","12","28","39","0","12","0","12","0","12","28","39","0","12","0","12","0","12","0","12","32","35","41","42","830","163","1500000US240037011022","Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland"
"1881","347","509","180","156","102","0","12","23","36","24","42","0","12","24","41","18","28","48","55","0","12","19","28","27","40","88","59","31","49","0","12","35","42","16","25","1372","258","1500000US240037011023","Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland"
"1639","286","255","151","51","59","69","61","17","37","0","12","0","12","0","12","19","30","0","12","0","12","19","31","0","12","28","43","22","35","0","12","30","41","0","12","1384","214","1500000US240037011024","Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland"
"2672","418","712","279","36","34","11","17","9","17","28","43","97","68","32","53","34","54","25","38","0","12","12","19","43","50","75","89","0","12","87","67","164","138","59","60","1960","268","1500000US240037012001","Block Group 1, Census Tract 7012, Anne Arundel County, Maryland"
"1570","373","559","207","10","17","17","26","11","18","0","12","0","12","0","12","38","44","30","36","15","25","27","30","42","48","73","66","20","34","84","68","192","110","0","12","1011","210","1500000US240037012002","Block Group 2, Census Tract 7012, Anne Arundel County, Maryland"
"1695","357","400","121","39","39","6","12","0","12","6","13","18","30","0","12","22","35","16","25","11","18","55","51","36","43","44","51","0","12","39","59","82","71","26","41","1295","308","1500000US240037012003","Block Group 3, Census Tract 7012, Anne Arundel County, Maryland"
"2924","748","1119","413","24","29","40","48","51","81","0","12","47","51","53","50","17","27","101","98","116","78","74","89","84","55","82","86","65","55","55","59","310","237","0","12","1805","383","1500000US240037012004","Block Group 4, Census Tract 7012, Anne Arundel County, Maryland"
"1858","424","506","252","12","19","0","12","0","12","41","43","0","12","19","28","44","52","44","50","51","71","45","51","37","38","0","12","57","49","59","72","97","61","0","12","1352","234","1500000US240037013001","Block Group 1, Census Tract 7013, Anne Arundel County, Maryland"
"2164","351","620","185","113","123","0","12","26","30","16","26","32","39","71","55","16","27","38","42","50","44","16","27","38","42","0","12","42","46","27","33","135","90","0","12","1544","218","1500000US240037013002","Block Group 2, Census Tract 7013, Anne Arundel County, Maryland"
"1041","245","179","101","0","12","0","12","35","38","27","30","0","12","0","12","22","34","22","34","0","12","14","23","0","12","0","12","0","12","0","12","43","42","16","25","862","192","1500000US240037013003","Block Group 3, Census Tract 7013, Anne Arundel County, Maryland"
"2575","417","663","199","32","35","72","55","52","48","36","39","20","30","18","26","64","58","50","43","87","70","29","33","85","103","0","12","0","12","36","37","82","61","0","12","1912","328","1500000US240037013004","Block Group 4, Census Tract 7013, Anne Arundel County, Maryland"
"754","123","70","49","0","12","0","12","7","11","0","12","0","12","0","12","0","12","8","12","10","16","8","12","0","12","0","12","0","12","23","26","14","23","0","12","684","116","1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland"
"2671","228","856","146","49","35","20","25","0","12","18","26","23","26","36","34","40","32","130","138","35","40","49","48","112","43","66","49","87","47","89","61","93","66","9","15","1815","189","1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland"
"3165","521","640","251","63","53","105","98","67","89","26","43","68","89","98","92","0","12","30","46","0","12","25","41","14","22","36","42","15","25","0","12","77","67","16","28","2525","383","1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland"
"1042","364","341","200","0","12","0","12","19","29","14","21","35","31","64","42","0","12","62","67","35","40","14","22","0","12","46","64","0","12","52","72","0","12","0","12","701","183","1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland"
"1310","381","382","218","0","12","0","12","91","102","18","28","0","12","17","28","26","42","0","12","0","12","26","42","29","47","0","12","51","56","19","30","72","84","33","39","928","201","1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland"
"1069","253","232","165","37","40","21","31","0","12","14","23","0","12","15","24","0","12","23","37","23","36","0","12","0","12","0","12","0","12","0","12","83","81","16","21","837","175","1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland"
"426","133","95","52","26","30","7","13","0","12","9","14","0","12","0","12","0","12","13","21","7","13","0","12","12","21","0","12","0","12","0","12","0","12","21","33","331","100","1500000US240037021005","Block Group 5, Census Tract 7021, Anne Arundel County, Maryland"
"2150","205","748","141","80","45","76","45","9","15","39","30","51","32","40","29","9","15","33","28","34","27","61","32","31","27","77","39","38","29","12","18","94","55","64","39","1402","154","1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland"
"1928","224","574","151","63","41","37","28","9","13","21","23","35","27","0","12","14","22","8","12","0","12","0","12","33","38","39","30","32","26","37","33","155","85","91","72","1354","178","1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland"
"2034","335","439","274","27","32","39","61","48","47","71","72","12","19","29","36","0","12","14","22","0","12","39","62","0","12","21","33","0","12","0","12","101","81","38","60","1595","214","1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland"
"2066","331","604","189","41","45","48","60","91","67","0","12","81","85","29","44","0","12","48","57","20","22","49","48","0","12","11","18","22","35","0","12","109","84","55","63","1462","257","1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland"
"1195","271","421","160","0","12","19","30","25","44","12","19","47","51","64","45","38","41","40","62","55","47","22","34","22","35","21","31","0","12","0","12","56","63","0","12","774","157","1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland"
"3163","746","1028","398","19","23","136","112","18","30","9","17","0","12","64","51","41","49","44","41","26","32","66","55","41","44","59","56","76","90","58","51","206","155","165","126","2135","499","1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland"
"1596","321","412","183","18","30","22","35","10","17","23","30","28","41","14","23","5","13","39","45","0","12","30","37","0","12","0","12","13","22","62","50","89","78","59","69","1184","224","1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland"
"1496","334","436","179","14","21","18","29","12","19","0","12","30","37","24","28","14","23","79","68","13","23","54","42","18","29","19","31","0","12","35","41","106","89","0","12","1060","252","1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland"
"3836","433","904","241","67","57","56","57","0","12","103","93","56","49","35","42","70","55","21","33","35","40","78","92","53","64","43","64","59","55","0","12","161","123","67","58","2932","309","1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland"
"2739","557","710","245","132","148","0","12","10","18","69","68","58","52","72","84","99","88","95","84","34","41","0","12","25","37","17","29","42","48","15","25","42","46","0","12","2029","410","1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland"
"1697","314","697","184","55","38","59","41","40","33","11","17","45","32","52","37","12","18","36","31","47","43","35","32","0","12","50","61","23","24","35","37","165","108","32","30","1000","176","1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland"
"1167","210","347","124","15","16","14","20","24","27","35","32","0","12","28","29","28","30","11","17","25","25","12","18","29","34","0","12","23","26","25","39","78","47","0","12","820","140","1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland"
"1458","225","409","132","40","34","20","23","89","65","14","16","0","12","62","61","0","12","0","12","0","12","25","21","16","21","12","17","23","24","0","12","78","41","30","32","1049","153","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"705","203","184","121","0","12","0","12","0","12","29","44","17","26","12","18","31","46","0","12","0","12","9","15","0","12","8","13","14","20","29","28","26","29","9","14","521","118","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"1887","236","569","131","77","64","7","12","57","41","42","48","41","32","11","16","0","12","37","27","23","24","35","37","28","26","21","25","38","28","29","24","115","79","8","13","1318","168","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"1572","223","406","126","45","33","19","21","0","12","40","30","24","28","40","32","22","23","8","12","28","26","8","13","39","36","16","18","10","15","45","34","62","40","0","12","1166","147","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"1388","206","215","84","21","23","0","12","0","12","0","12","20","22","11","17","17","20","0","12","12","18","30","26","13","20","20","22","11","16","11","17","39","37","10","15","1173","175","1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland"
"1712","245","244","110","13","21","18","30","27","31","15","25","13","20","0","12","12","20","11","19","0","12","0","12","0","12","14","22","0","12","14","22","35","40","72","58","1468","233","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"3269","500","440","164","49","53","25","27","61","58","43","40","0","12","17","28","57","46","52","51","36","44","15","24","15","24","0","12","17","26","0","12","36","40","17","28","2829","400","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"1524","241","210","85","26","28","0","12","0","12","0","12","0","12","0","12","11","18","0","12","16","25","11","18","14","23","16","25","0","12","0","12","99","75","17","28","1314","217","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"1487","570","267","208","0","12","0","12","14","25","34","43","0","12","0","12","20","33","0","12","20","33","0","12","112","150","14","26","0","12","14","24","24","28","15","25","1220","508","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"803","463","120","115","49","75","0","12","48","75","0","12","0","12","0","12","0","12","0","12","0","12","23","40","0","12","0","12","0","12","0","12","0","12","0","12","683","368","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"2854","568","737","275","16","29","58","51","16","25","94","62","41","50","0","12","0","12","62","94","21","35","112","133","47","55","40","46","103","64","47","55","80","71","0","12","2117","376","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"804","333","123","116","0","12","0","12","0","12","16","29","5","12","20","31","37","31","0","12","21","31","0","12","24","36","0","12","0","12","0","12","0","12","0","12","681","300","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"676","321","207","125","0","12","0","12","19","32","0","12","0","12","0","12","18","29","0","12","0","12","75","84","0","12","0","12","22","37","14","22","44","53","15","25","469","224","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"1390","303","203","143","56","49","0","12","0","12","20","30","0","12","20","30","0","12","20","30","0","12","10","18","11","20","11","18","0","12","13","20","12","24","30","38","1187","221","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"674","168","163","77","57","48","18","28","0","12","18","28","0","12","0","12","0","12","0","12","18","29","0","12","37","43","0","12","0","12","0","12","15","25","0","12","511","125","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"862","236","195","118","0","12","0","12","0","12","29","33","0","12","19","28","0","12","38","41","14","22","19","30","16","24","0","12","17","28","0","12","14","24","29","34","667","166","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
